pid,front_text,back_text
199200629,KOLON,LCD
199600313,CGP,
198300133,b분할선d,
199100631,KOLON,십자분할선
199700798,E분할선40,KOLON
200000908,KLN CAFC,
199907311,LST LST,
200210756,LST 15mg,
199000571,K분할선T,
199500277,SL,OT
199900914,SCF 100,
200410943,G분할선B,분할선
199200914,SCD,IT
200300769,SCD EDS,
200401081,SCD,
200300770,SCD분할선SCD,GM분할선GM
200401082,AMT,
200300771,SCD,TP
200401088,SCD,분할선
200001349,LV,L
198500892,B분할선K,D
200401089,S,A
198800752,SCD NT,
200501008,LX4,SCD
199701740,BK분할선CP,25
199801575,T,십자분할선
200001929,MZI10,분할선
200101731,BK분할선CP,50
200401814,마크,SM500
199101529,BKS,분할선
199101531,KE,10
200401816,마크,MC
200500797,I HL10,분할선
199201630,SP,
198700535,IHPFM,
199500627,IHP OT,
199500628,IH분할선GS,
200605399,TG,FMR
199901648,DMV,
200100858,C분할선D,KW
200001276,FGT,분할선
195900032,TG분할선DCT,
199301096,TG분할선BZT,
196300064,075,분할선
197400277,8,
200607777,IHP,LZF
200100714,마크 FST,
200500676,D분할선W,AD5
200400684,마크 Mobex,
200300505,TPR,
199600913,SCD SD,
200300694,R,KW
200100906,SCD BIO,
200501103,TG CQ,
200600233,TG MG,
200807009,LT,25
199900916,DVT,KW
200401009,KW PDW   300,
200605401,MN-C,
197900219,TG분할선MG,
199301094,TG분할선BZO,
200400828,IH,L분할선P
200300768,SCD,T분할선S
199200936,SCD CP,
198900817,D10,KW
200500818,IH,70
200410894,IHP,
200607775,알비라민,
200607776,IH,L+
199200935,SCD,B분할선R
197800304,T3·4,분할선
198000304,BK CMC,
198600402,LOG,마크
200903896,UKP,250
200300763,SCD,ASE
200400660,마크분할선마크,분할선
200500662,FCV,
199600950,마크,K
199600950,마크,K
199600950,마크,K
199600953,AGP,
199800835,EP,
200000999,T-ER,
197800154,C분할선 200,
199500537,BOD-S 마크,
199900626,마크분할선Ra,
199800836,PRN,마크
200300494,THT,마크
200300496,마크 Bisron,
200200582,M,
200001003,RMRS 마크,
198700647,AG,80
200500669,HE,마크
200100713,L분할선M ,마크
200400683,C25,분할선
200300502,마크,75
200401005,KW MAC,
199900915,NRN,
200100711,C분할선2,DAEWOO
198600410,BNC 마크,
200300503,CTC-E CTC-E,
200400668,ERD 마크,
199301063,AG,160
200401062,SCD,C분할선25
200401069,IT,SCD
200500990,F분할선C,SCD
200000996,LP,25
198100144,COZ,분할선
200200566,SMg,
199701232,TG,MBR
198600407,ALY,마크
200100921,TG BSR,
199900647,DWPHARM 분할선 PSD,
199900664,G분할선F,마크
198700493,LPMD 마크,
198700494,A400,마크
199100164,ry3,
199801068,SCD,LV
200500992,Z,SCD
200500993,마크269 마크269,
200500995,T,S
200500997,FX,SCD
200605397,TSL,
198700495,TBR 마크,
199600917,SCD,
198900580,ADRM,ADRM
199600669,TSM,분할선
199100998,TG SR200,
199301067,TG분할선HAE,
200501051,TGFC,
199100708,C,마크
199200704,OTR,마크
199400580,PT분할선80,
199400581,PT분할선160,
199400583,L분할선B,L분할선B
200300808,BLCA,
199600683,Seratase,분할선
200701738,마크,2873
200300786,AGP,TCM-Q
199201062,NTR,분할선10
198000246,AT,
199701227,Λ분할선G,NT
199801240,IYP,
200300979,CBT,I분할선Y
200401294,가네탑에스,
200401295,TLT,I분할선Y
200300806,AG FLC,
200501032,마크P,분할선
200501034,마크,L10
200101076,아스마로 아스마로,
200501206,IY DCap,
200501208,75,IY
200101095,ilyang NZRC       150mg,
200201023,알부제롤,
200300957,SMT,I분할선Y
200001489,25,
200001493,프리넥 프리넥,
200807391,HS,M분할선B
199802344,MCH BRNCT,
200401319,I분할선Y,BTP
200501221,NEXDREAM,
200501232,Hepotin Hepotin,
199701225,OPEL？？ AG,
200300797,마크,L분할선V
200300801,마크,S분할선V
199000990,Doryx Doryx 100  100,
198300461,AG SBC,
198300462,AG CTC,
198400431,AG,RO
199901497,FLRD SAMJIN 200,
200001497,D.W,
199801258,ZLT,
199301237,NRT,
200200833,마크,C
200200833,마크,C
200200833,마크,C
200300976,TFT,I분할선Y
199600977,AG CFC   250mg,
199701224,AG,A
199600978,ABY,
200300785,AG SGC,
200401104,마크,PT
200604236,미즈칼,
199301235,I분할선Y,HT
198501811,DZ2,분할선
198501812,DZ5,분할선
198501813,DZ10,분할선
198501814,L분할선1,마크
198501816,VP,1분할선
198501817,VP,
200101068,SCF SCF,
198500559,AG,C
198702209,MYUNGIN25,분할선
198702210,MYUNGIN 50,분할선
200401117,TG분할선CF,
199301089,TGGIS,
198700641,SCD,MO
199000925,SCD,D10
200501067,TG ACF,
200401145,TG SS,분할선
200500805,CO,
200500806,NN,
200400825,IH,분할선
200500809,IHP,AD분할선5
199400798,SCD FC,
199200768,D10,
200500815,IHP,ITZ
199500632,IHPOZ,
200600221,AG,LT2
200600222,AG,LZ
200604228,십자분할선,TOPI
200301736,MCH분할선SX5,
200502110,MD분할선C2,
199201106,ALT,
199701234,TGN,
200401122,LIV-F,
200401123,TG,E분할선M
200400816,IHP,
200400817,M분할선IH,
200702389,HS,EC
199801113,TGNOZ,
199500821,TGCL,
197500248,TG분할선DST,
197200091,JEIL TRS,
199700693,Lopid™ PD669,
200807400,마크,
200807400,마크,
200702391,TWL,
200705613,hw70,분할선
199701009,IHP RM,
200100931,마크,D
199701011,IHP CPR,
198900704,IHP TP,
199300904,IHGB,
199701012,IHP CFC,
200100922,TG,RNP
200200858,TG ANZ,
200300814,TGPRN,
199400796,SCD,TL
199100969,분할선SCD,마크
199200928,SCD,ACYCLOVIR200
200300824,TGTS,
200300603,IH,ΛF
199600922,SCD,DM
200400812,AS,
200400813,IHJ,
200401134,TGCOS,
200501053,마크,G
197800212,TG LOPA,
199901047,TG NLC,
199901051,TGSPR,
199201154,MKTF,
200100936,TGNL,
199500822,CRT,
200400821,IHP INR,
200400822,리바민맥스,
199400682,IHP분할선EN,
200200663,IHL,
200200853,TGAN,
200500800,IH,
199900780,웅기담,
198300393,IH,K
200300598,IHP DP,
198600307,TV,
199100965,S150,
199100966,SCD,5분할선0
199100967,SCDEL10,십자분할선
199100968,SCD,TM분할선100
200300826,TG,CEDF
198600470,IHP MT,
200301221,OW,
199701252,BP,
199301673,마크,분할선
199201508,PRDWP,
198900874,마크,분할선
200808271,RY,510
199701255,BORAM,T250
199701257,BP BP,
198800788,BP,
199601055,BORAM,
200400150,Y,
200400151,RY EDC,
200400153,r분할선y,분할선
200500213,RY TCC,
200500215,RY GBC,
200301239,W20,
200401756,DWP,500
199301099,BPH BPH,
200500216,LAMOZINE100,분할선
200500222,ry,분할선
200500230,ry,0.3
199801127,BPE,
199801128,BORAM,BPH
198900881,BPH,
198300475,SZ5,
200500227,RY SCC,
200500231,ry,10
200101633,마크,TR
200101634,마크,C분할선5
199401165,WCC DWP,
199500827,BPH,
198900882,BPH,분할선
198900883,G분할선M,G분할선M
199701303,BR DXN   100,
200401712,PHD,분할선
199801206,E분할선B,분할선
200201347,마크,분할선
199301220,콜쓰리 Cold       Three,
200401262,Megaduus,
200402529,마크MCH,VMX분할선600
199001012,AST 100,
200401276,BR분할선FG,
199801229,ECN,
200401747,DW분할선2,분할선
200401754,FD,마크
200604249,C150 DWP,
200300929,IGDX,
200300932,콜쓰리 N,
199801222,BR DXN   200,
200001782,HC,
199806909,MDFT,
200009634,MDT분할선my25,
200001474,TIP,
200002939,PKT,
200002940,MD분할선GKB,
200002949,CRMT,
200301201,P-L,
200301216,NZT NZT,
200300921,BR,
200300923,G분할선2,분할선
200401257,CLC500,
200501168,BR Tam0.2,
200501169,2.5,
200600251,BR,4
200200955,B분할선R,
199601095,BR,
200001472,G,B분할선R
200001773,KPC KPC,
199601084,PO,
200301238,LADWP,
200501017,마크,HGF
199901458,Mgo 500,
200401304,본리오스,
200401307,F 7,
200401318,MTS 헤모드림,
200501215,IYP JS250,
198600628,Eryc Eryc,
198700706,BSP,5
198700707,분할선10,
199400891,A,I분할선Y
200200972,Andilac-S Andilac-S,
199701347,CDX500 CDX500,
199801292,MK CD,
200101569,ECOL SAMJIN,
200101575,LOPEBERIN SAMJIN,
199901095,마크,
199901096,BORAM,PFL400
199601435,NMS분할선100,
199601437,마크,
200501183,Nmvita,
200501194,BRFINA,십자분할선
200100972,N,BPH
199801576,레가론140 레가론140,
199001070,MKA,
200401353,MKTN,
197800293,URON SAMJIN,
200100979,BPM,
200401359,MK,C분할선T
200401366,MK FT,
200401367,MK,
200201054,MK20,분할선
200301019,MK MX,
199701413,MK ES,
200401369,RC,
200401370,MK,S분할선T
200100987,BP,
200001931,익셀 25mg,
198600877,COLDOF SAMJIN,
200501267,MK,IT
200101162,MK DF,
199701414,-P-,
200101732,B분할선K,DX
200605407,hemomine,
200410945,OXT800,BR
198800823,BR분할선50,
197500274,BR AC500,
199701416,MK LP,
198801103,SAMJIN OSTEMIN,
200401373,MKF,십자분할선
199101009,BP,M10
198300476,TIM 분할선100,분할선
198801114,S JFLN,
199001306,URT,분할선
199901076,BPR,
200501543,FrE,75
198500725,-P-,
199101431,SJMPH,
199701654,FLRD SAMJIN,
199801296,MKAD,
200401330,MK,분할선
199801298,MKLX,
199201155,MK CC,
200201042,MKLD,
198800856,MKHC,
200401332,MKFM,
200501245,MK,분할선
199901516,마크,
200001814,LDMED SAMJIN,
197800295,SJ분할선55,분할선
199701392,MK P50,
198000301,SJEP,
199701659,SJ S,
198600672,MKPC,
199901089,BPH,
199901092,BPH,BORAM
200101581,마크,분할선
200101589,SJ Z,분할선
197500338,RACETAM SAMJIN,
199701408,MK 분할선CS,
200101596,SJ ECB,
199801137,DN분할선DN,분할선
198800790,NRD BPH,
198600588,BPH BPH,
200101152,M,
200501530,RSD분할선2,
200401699,G분할선P,분할선
200201053,MKGT,
199401132,마크,
200001805,COLZONE SAMJIN,
200501541,C분할선R,R분할선C
200604247,I-T,
199001088,MKN25,
200101554,SAMJIN FINE A,
200101555,SJ O,분할선
198300603,IS 20,
198600903,KE20,분할선
199500836,BPH,
199500842,BPH,
199500845,BORAM,
197000102,마크,A분할선M
200808277,레드코프,
198801248,BK FEX,
198700667,BP,분할선
198900876,BPH,
199601484,마크,P분할선N
200200871,BPH,
200501123,BP,BP3
200607665,PLUCO150,RY
200607667,RY,
197800305,ANT50,십자분할선
200605403,BP,
199501234,마크,AG
200100960,PT3,
200401151,BP,
200808268,BC,DO
200501113,BORAM,
200501119,BPH,BP분할선50
200501120,ORV,
200600620,RPDET,
199500830,BPH BPH,
197000104,BK PHE,
197400273,S,
199501305,GI,150
199501306,마크 CA,
200101737,타코나 골드,
200201481,BK H-Ca,
200201482,TACENOL  ER,
199801581,OR,150
199901651,OR,600
200201483,ORF3 LONG,
200301301,MGS분할선BK,분할선
199601520,PΛZ,
200301304,코리투살 코리투살,
200401818,BK,5
200401818,B분할선K,10
198300605,PΛ,
200501661,N분할선P,마크
200807378,아미존P,
200501788,SK-VRD,
199501299,DOM,
200703824,KJ5,
198200397,ASC ASC,
200402931,YPH,
200600365,BK-GM,
197800308,마크,분할선
197800307,CIMET 200,
200003533,OXOZIN OXOZIN,
200703827,JI,LM
200703856,BI,150
199701647,SJ R,
199901480,SJ WST,
200201375,SJ F,
200001796,LADY SAMJIN,
200301228,SAMJIN CRZ-S,
197900277,GR,
200403634,HQT,
200808280,SMT50,마크
200401991,SK,CL
199401091,KP,분할선
199401092,UCR UCR,
199401093,마크,G40
199201460,마크,
199001301,마크,
200501778,OZEX,
199901457,Mgo 250,250 Mgo
199701631,NFX NFX,
199701633,E,분할선
198901021,MK MU2,
200101546,SJ B,분할선
199801143,BPH BPH,
200100982,BPH,분할선
200100984,LEB,
199901218,MK S4,
200308585,MKFC,
199201469,TIROXIN SAMJIN,
200301225,SJNR,분할선
200401725,ACEPECT SAMJIN,
200401726,TSC SAMJIN,
200501568,SJ,75
200600346,SJ,4
199200975,BP,
199801134,BPH,
200501660,BKAL,
200501664,B분할선K,150
197900284,CIMET 300,
198801091,ACR ACR,
199401100,TCM,
199801473,LVX,분할선
200401717,LJ,
200501551,KP-AL,
200401720,TZ,마크
200501552,M분할선10,분할선
200101889,노펜,
200201615,스웰,
200807418,AG,IR3
200500239,RY,ITZ
200300131,Y분할선Y,분할선
200607668,ry,L분할선P
200607669,ry,L분할선F
200807410,SJ,8
200401705,LVS25,
200500244,ry70,마크
200101530,마크,
200300133,ryt,
200512235,ry,
200101539,마크,
199700262,RY JIC4,
199700263,RY JIC,
199700265,RZ,
200501678,NGP,
200201181,EVOP,
200301110,5,
200301112,F40,분할선
200705320,KPP PLK,
198700809,마크,CM
200100175,r분할선y,
200300121,ry2,분할선
200300122,Y,분할선
200401519,마크,C분할선M
200401520,마크 F,
200501364,마크,F 70
200607890,HWP,TL
200704530,AJU,HNT
200704626,마크,AM분할선100
200505665,NBG,
200400160,RY,
200300130,RY MLC,
200101543,SJ C,
200807381,LG R200,
199701662,SJ ATD,
198700921,SJRPH,
200201182,마크,10
200401849,NGP,분할선
198800175,ry,분할선
199900151,RY NZC,
199201712,S,S
200100157,ry,분할선
200100162,Y2,
200001827,SJ I,
200501573,LFC SAMJIN,
200501579,SJMH60,
200401742,SJ,I분할선T
197600345,SJP,분할선
200501789,S분할선C,
200502251,마크 F10,
200502251,마크 F10,
200502252,마크 F20,
200502259,마크 M7.5,
199701641,AMC500 AMC500,
200501560,DNC DNC,
199301646,마크,분할선
200001785,SA,
200605450,DK,SPR
200202266,LCB,L14
200502304,리나민,
200502306,마크,HTZ
200502310,LCB,L8
200202315,LCB,L13
200101515,KPM,
200101517,KPO,
199802497,LCB,L2
200102679,HBS 1,
200803201,ALZ,
199201837,IWP,B2
200807469,747,
200000597,마크22,
200001750,M250 M250,
200703172,R분할선P,KOLON
200300796,마크,RS
199702378,HNTNP,
199702406,HNE,
199702409,PX2,
201705220,XGPP,
200401185,BPH분할선BPH,분할선
200300855,마크 BLU-50,
201800185,KDL,
200200896,BPH,
200400231,SS,T
200400233,SS ERD,
199400517,MZ,
200300843,NOP,
200300847,보람 마크 마토 生,
200300854,BP A100,
200401184,BP,
199600301,SS,PN
200200909,마크,
200001400,로포F,
198900871,BPH BPH,
200300840,BPH BPH,
199500850,BP,
200703858,EMX,
200300851,BPH,
200500317,KN,50
200401156,B2,
200500320,RN,
200000431,복합쓸기담,
200301663,AH,
200101010,BP분할선BP,
200705818,HTA,10
200401161,BP,
200401171,BP,
200401172,BP10,
200100997,BP분할선BP,
199500848,BPC,
200807429,SPC,VH16
200400225,SS,AF
200400228,S분할선S,TR
200400229,S분할선S,T
200503319,N분할선K,NCD
200600724,NK DUO,
200404217,NK분할선DM,분할선
200009502,NKO,
200203727,ΛE,마크
199804309,N분할선LT,
199804577,DDR,
200302881,NRCT,
200404418,CLZ,
199804594,CONTI-D,
199001951,NKB,
200404194,NK,TIA
200404196,NK40,분할선
200705423,PK,
200503300,분할선,NKL
200503301,NKF,
200600718,NKJ,
199806928,NKAC,
200404438,NGP NGP,
197600483,SIB,
200203559,NKD,
200203564,NK,
198601618,NK ACE,
200302729,NKTOP,
200302731,NK CRB,
200302732,NKME,
200404255,마크 마크,
199501938,OTB,
200404205,M150,
200404214,MT,NK
201101490,DCK,
200503313,NK,E
200404215,NKC,
200402573,마크 Flu,
198301192,NKUN,
199702520,CTZ,분할선
200404201,NKM,
199501950,SD-50,분할선
199202051,D10,SIL
197200226,SIG,분할선
200503316,NKNB,
200600720,NKIN,
198901916,SINIL SBR　 　　200,
199702353,HN분할선MT,분할선
199802250,KA,
200103915,NKAM,
200103916,NK C+,
199904855,RFR,
198300806,HN CMT,
200704942,BC,ATN50
198300766,SD,ST
200402508,HANA ETI,
200502087,HN분할선CV,
200702720,BC CFR500,
200606808,C50,
200608003,LVE,
200301114,마크 E,
200301115,,
200301116,마크분할선S,100
200301117,마크분할선S,50
200101316,마크,NC
200706110,HD,T/A
200604161,TG분할선EN,
200604162,TG분할선PN,
200101309,DB분할선850,
197700532,BK D5,분할선
200604150,HUV,T분할선73
200101315,마크 BFRX,
200201183,마크,LA
200201185,마크,200
200102644,CSY,분할선
200301839,C분할선S,ECT200
200502264,LCB분할선60,
200402690,마크,R
200501140,BORAZOL BORAZOL,
200606572,KJQ10,
200802921,YM FRP,
199804318,NK2,
199804321,NK NAF,
199804362,NKCA,
199804331,AMBU,
199804335,NK LB170,
200401525,MPIA,
200401526,마크,C분할선M
200301118,마크분할선2,
200102622,CSY PCC,
200103964,마크,+SNPD
200102634,CSY250,
199904761,B분할선N,
200501369,마크 1,
200501371,마크C5,
200101317,D분할선B,
200501372,마크분할선3,분할선
200102642,DYC,
200003315,KD,
200202342,KDP,
200202343,KDP,
200404615,SW URC,
200404617,SW FLC,
200202352,KDP,
200003316,KD Aclang,
200202353,KD SLIM KD SLIM,
200301904,셀가톤,
198601264,COPOLANG COPOLANG,
200301913,KDP,
200402782,K.D,
200702309,마크,M분할선5
200402798,K.D,
200502328,K/D,
200502334,KDP,
200502336,K.D FRM-Q,
196900101,YPF,
200301895,KD,124
200308603,YPH,
200402927,ypp cefaclor,
198501325,Y.CIMETDN200,
200402943,Y분할선P,
200404606,SWA,
200404607,SWTR,
199302443,KD,TMX
199501476,한신 MSM,
200204275,BTO,
200503653,BTO,
200204277,IBN,
200807527,MSD740,
200600315,마크TRN,
200003994,마크 TRS,
200512241,L 마크,
200704954,N,DWP
200807510,GH,
200204292,IBN LodC,
198501455,마크,DOS
200502319,N30,
200502321,K/D,70
200204322,INP,
200600497,K/D,50
200600501,KD,분할선 10
200902909,DFC DFC,
199902836,K.D HYDEN,
200204326,IBN,
200204280,Tn분할선35,
200605535,SWΛR,분할선
200204177,SW AM,
200404609,SWTL,
200404611,SWΛT,
200404612,SWLV,25
200804085,L5,CW
200204287,IBN,
200607891,마크분할선10,
200607892,마크분할선20,
198701736,마크 CRD,
199502153,마크,
199502164,YPD,
199102447,SVS,분할선
200300029,SP FENOREN,
200002300,NOC NOC,
200002301,HANS COL,
200002302,COP DAM,
200101951,TAMI NOL,
200201645,HYS,
199401734,YPP,
200804010,ILSHIM 인후콜,
200401979,COP COL,
200401983,FSM FSM,
199001975,crecibon crecibon,
200003536,YPF,
198802355,YPPS,분할선
200102801,YP,
200201675,HY,
200804214,FW,CW
199102409,A,마크
199302554,YPP,
199502138,Immurong Immurong,
200401972,GIG GIG,
200002274,JML JML,
198601437,마크FUM,
200204373,INF,
200404779,IBN ELD,
200404781,HBF,
200200286,GD80,분할선
200300219,SS CDF,
199901396,KN 콜스마,
200101355,KN 세다콜,
200000453,SSC,
200000448,SSRM,
200000452,S,B
198500856,MINOL·TR·,MINOL·TR·
200501396,S-P,
200000470,SS CDC,
200001721,KNP,
200001724,SILVER,분할선
200403671,RPLDP,
200400236,SS/AR,
200703797,HN분할선G2,분할선
198902188,TJ,OF
200404751,IBN ANT,
200100314,S,L
198300114,CEFACEL SS500mg,
199000257,S,K
200204348,BSP,
200303323,IBS,분할선
200303337,JI,FN
200404771,IBN,
200404772,IP,
198601434,마크SLP,
200308825,ISC,
200410987,IBN,
200404747,IF,
200300240,SS CEF,
200500335,SS,AN분할선5
200404762,IBN,
200200273,SSCA,
200200275,메가탑+,
200000481,SS CES,
